2019-06-28 19:01:17,236 [MainThread  ] [INFO ]  Host ('127.0.0.1', 56679) sent command "info" to ServiceManager
2019-06-28 19:01:30,667 [Thread-3    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:01:31,315 [Thread-4    ] [INFO ]  custom plot creation finished in 0.647057741 sec.
2019-06-28 19:11:15,347 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58967) sent command "info" to ServiceManager
2019-06-28 19:11:26,605 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:27,194 [Thread-6    ] [INFO ]  custom plot creation finished in 0.588414917 sec.
2019-06-28 19:11:35,726 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58999) sent command "stop django" to ServiceManager
2019-06-28 19:11:44,161 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:44,688 [Thread-8    ] [INFO ]  custom plot creation finished in 0.525624491 sec.
2019-06-28 19:11:45,469 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:45,717 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:45,933 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:46,183 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:47,149 [Thread-9    ] [INFO ]  custom plot creation finished in 1.679599844 sec.
2019-06-28 19:11:47,962 [Thread-10   ] [INFO ]  custom plot creation finished in 2.230050168 sec.
2019-06-28 19:11:48,307 [Thread-11   ] [INFO ]  custom plot creation finished in 2.363255058 sec.
2019-06-28 19:11:48,312 [Thread-12   ] [INFO ]  custom plot creation finished in 2.100859771 sec.
2019-06-28 19:11:55,907 [Thread-5    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/generate_plot?start=2018-06-26T21:01&end=2018-06-27T21:01&line=Temp1,auto,none,auto
2019-06-28 19:11:56,389 [Thread-13   ] [INFO ]  custom plot creation finished in 0.480359054 sec.
2019-06-29 17:15:47,381 [Thread-2    ] [INFO ]  HTTP Request from 127.0.0.1:8000 to http://127.0.0.1:8000/
2019-06-29 17:15:47,382 [Thread-2    ] [ERROR]  Data for HomePage not found! 
2019-06-29 17:29:12,256 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57082) sent command "info" to ServiceManager
2019-06-29 17:29:36,166 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57473) sent command "info" to ServiceManager
2019-06-29 17:29:37,047 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57488) sent command "info" to ServiceManager
2019-06-29 17:29:37,365 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57495) sent command "info" to ServiceManager
2019-06-29 17:29:37,590 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57497) sent command "info" to ServiceManager
2019-06-29 17:29:37,798 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57499) sent command "info" to ServiceManager
2019-06-29 17:29:37,976 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57502) sent command "info" to ServiceManager
2019-06-29 17:29:38,157 [MainThread  ] [INFO ]  Host ('127.0.0.1', 57506) sent command "info" to ServiceManager
2019-06-29 17:30:36,070 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58447) sent command "info" to ServiceManager
2019-06-29 17:30:37,256 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58478) sent command "info" to ServiceManager
2019-06-29 17:30:37,670 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58483) sent command "info" to ServiceManager
2019-06-29 17:30:50,206 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58692) sent command "info" to ServiceManager
2019-06-29 17:30:51,149 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58705) sent command "info" to ServiceManager
2019-06-29 17:30:51,542 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58714) sent command "info" to ServiceManager
2019-06-29 17:30:51,886 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58715) sent command "info" to ServiceManager
2019-06-29 17:30:52,125 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58721) sent command "info" to ServiceManager
2019-06-29 17:30:52,334 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58730) sent command "info" to ServiceManager
2019-06-29 17:30:52,529 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58734) sent command "info" to ServiceManager
2019-06-29 17:30:52,710 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58735) sent command "info" to ServiceManager
2019-06-29 17:30:52,884 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58736) sent command "info" to ServiceManager
2019-06-29 17:30:53,072 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58738) sent command "info" to ServiceManager
2019-06-29 17:30:53,244 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58746) sent command "info" to ServiceManager
2019-06-29 17:30:53,413 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58753) sent command "info" to ServiceManager
2019-06-29 17:30:53,886 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58755) sent command "info" to ServiceManager
2019-06-29 17:30:53,935 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58756) sent command "info" to ServiceManager
2019-06-29 17:30:54,108 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58758) sent command "info" to ServiceManager
2019-06-29 17:30:54,235 [MainThread  ] [INFO ]  Host ('127.0.0.1', 58767) sent command "info" to ServiceManager
2019-06-29 19:46:10,593 [ThreadPoolEx] [INFO ]  30 plots (1.495MB) removed because they were older than 86400 seconds.
2019-06-30 08:34:24,458 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-29T23:10:00'
2019-06-30 08:34:30,461 [ThreadPoolEx] [DEBUG]  measured values [140.1, -24.1]
2019-06-30 08:34:30,462 [ThreadPoolEx] [DEBUG]  saved values in day180in19.csv
2019-06-30 08:34:30,462 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-29T23:20:00'
2019-06-30 08:34:36,465 [ThreadPoolEx] [DEBUG]  measured values [140.5, -21.7]
2019-06-30 08:34:36,466 [ThreadPoolEx] [DEBUG]  saved values in day180in19.csv
2019-06-30 08:34:36,466 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-29T23:30:00'
2019-06-30 08:34:42,469 [ThreadPoolEx] [DEBUG]  measured values [138.9, -21.1]
2019-06-30 08:34:42,470 [ThreadPoolEx] [DEBUG]  saved values in day180in19.csv
2019-06-30 08:34:42,470 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-29T23:40:00'
2019-06-30 08:34:48,473 [ThreadPoolEx] [DEBUG]  measured values [141.6, -16.2]
2019-06-30 08:34:48,474 [ThreadPoolEx] [DEBUG]  saved values in day180in19.csv
2019-06-30 08:34:48,474 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-29T23:50:00'
2019-06-30 08:34:54,477 [ThreadPoolEx] [DEBUG]  measured values [137.7, -18.6]
2019-06-30 08:34:54,480 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:34:54,480 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:00:00'
2019-06-30 08:35:00,483 [ThreadPoolEx] [DEBUG]  measured values [138.0, -14.8]
2019-06-30 08:35:00,484 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:00,484 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:10:00'
2019-06-30 08:35:06,486 [ThreadPoolEx] [DEBUG]  measured values [133.6, -14.5]
2019-06-30 08:35:06,487 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:06,487 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:20:00'
2019-06-30 08:35:12,490 [ThreadPoolEx] [DEBUG]  measured values [137.1, -11.2]
2019-06-30 08:35:12,491 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:12,491 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:30:00'
2019-06-30 08:35:18,494 [ThreadPoolEx] [DEBUG]  measured values [135.3, -6.2]
2019-06-30 08:35:18,495 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:18,495 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:40:00'
2019-06-30 08:35:24,498 [ThreadPoolEx] [DEBUG]  measured values [137.0, -6.6]
2019-06-30 08:35:24,499 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:24,499 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T00:50:00'
2019-06-30 08:35:30,502 [ThreadPoolEx] [DEBUG]  measured values [141.7, -4.4]
2019-06-30 08:35:30,503 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:30,503 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:00:00'
2019-06-30 08:35:36,506 [ThreadPoolEx] [DEBUG]  measured values [139.8, 0.6]
2019-06-30 08:35:36,506 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:36,507 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:10:00'
2019-06-30 08:35:42,511 [ThreadPoolEx] [DEBUG]  measured values [140.6, 5.2]
2019-06-30 08:35:42,512 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:42,512 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:20:00'
2019-06-30 08:35:48,515 [ThreadPoolEx] [DEBUG]  measured values [143.1, 7.6]
2019-06-30 08:35:48,516 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:48,516 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:30:00'
2019-06-30 08:35:54,519 [ThreadPoolEx] [DEBUG]  measured values [144.6, 9.5]
2019-06-30 08:35:54,520 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:35:54,520 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:40:00'
2019-06-30 08:36:00,526 [ThreadPoolEx] [DEBUG]  measured values [140.3, 10.0]
2019-06-30 08:36:00,527 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:00,527 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T01:50:00'
2019-06-30 08:36:06,530 [ThreadPoolEx] [DEBUG]  measured values [139.5, 7.8]
2019-06-30 08:36:06,531 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:06,531 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:00:00'
2019-06-30 08:36:12,534 [ThreadPoolEx] [DEBUG]  measured values [140.6, 11.4]
2019-06-30 08:36:12,535 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:12,535 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:10:00'
2019-06-30 08:36:18,538 [ThreadPoolEx] [DEBUG]  measured values [138.2, 12.1]
2019-06-30 08:36:18,539 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:18,539 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:20:00'
2019-06-30 08:36:24,542 [ThreadPoolEx] [DEBUG]  measured values [142.0, 14.9]
2019-06-30 08:36:24,543 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:24,543 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:30:00'
2019-06-30 08:36:30,546 [ThreadPoolEx] [DEBUG]  measured values [146.7, 9.9]
2019-06-30 08:36:30,547 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:30,547 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:40:00'
2019-06-30 08:36:36,549 [ThreadPoolEx] [DEBUG]  measured values [148.6, 7.5]
2019-06-30 08:36:36,550 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:36,550 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T02:50:00'
2019-06-30 08:36:42,553 [ThreadPoolEx] [DEBUG]  measured values [148.1, 11.0]
2019-06-30 08:36:42,554 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:42,554 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T03:00:00'
2019-06-30 08:36:48,557 [ThreadPoolEx] [DEBUG]  measured values [143.5, 14.7]
2019-06-30 08:36:48,558 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:48,558 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T03:10:00'
2019-06-30 08:36:54,561 [ThreadPoolEx] [DEBUG]  measured values [139.4, 14.6]
2019-06-30 08:36:54,562 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:36:54,562 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T03:20:00'
2019-06-30 08:37:00,565 [ThreadPoolEx] [DEBUG]  measured values [138.4, 16.9]
2019-06-30 08:37:00,566 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:37:00,567 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T03:30:00'
2019-06-30 08:37:06,569 [ThreadPoolEx] [DEBUG]  measured values [141.7, 20.4]
2019-06-30 08:37:06,570 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
2019-06-30 08:37:06,570 [ThreadPoolEx] [INFO ]  Measured and saved under label '2019-06-30T03:40:00'
2019-06-30 08:37:12,573 [ThreadPoolEx] [DEBUG]  measured values [144.4, 19.9]
2019-06-30 08:37:12,574 [ThreadPoolEx] [DEBUG]  saved values in day181in19.csv
